Borough,Neighborhood,Building_Class_Category,Tax_Class_At_Present,Block,Lot,Building_Class_At_Present,Address,Zip_Code,Residential_Units,Commercial_Units,Total_Units,Land_Square_Feet,Gross_Square_Feet,Year_Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,Sale_Date
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,2907,24,A1,4090 PARK AVENUE,10457,1.0,0.0,1.0,2500.0,1474.0,1901.0,1,A1,0,2024-03-28
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3046,27,A1,2090 WASHINGTON AVENUE,10457,1.0,0.0,1.0,2356.0,2213.0,1901.0,1,A1,0,2024-06-11
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3046,40,A1,2073 BATHGATE AVENUE,10457,1.0,0.0,1.0,1933.0,1344.0,1899.0,1,A1,425000,2024-06-27
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3047,11,A1,482 EAST 181ST STREET,10457,1.0,0.0,1.0,1556.0,1240.0,1901.0,1,A1,0,2024-06-14
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3050,91,A9,503 EAST 182 STREET,10457,1.0,0.0,1.0,1960.0,1705.0,1901.0,1,A9,515000,2024-04-11
2,BATHGATE,01 ONE FAMILY DWELLINGS,1,3053,103,A1,2327 BASSFORD AVE,10458,1.0,0.0,1.0,913.0,1248.0,1901.0,1,A1,413000,2024-08-06
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2904,22,B9,454 EAST 172ND ST,10457,2.0,0.0,2.0,1658.0,1428.0,1901.0,1,B9,500000,2024-02-08
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2912,117,B1,1538 WASHINGTON AVENUE,10457,2.0,0.0,2.0,2000.0,2400.0,1993.0,1,B1,750000,2024-05-24
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2912,150,B1,521 EAST 171ST STREET,10457,2.0,0.0,2.0,2000.0,2400.0,1993.0,1,B1,835000,2024-05-10
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2927,124,B1,1487 CROTONA PLACE,10456,2.0,0.0,2.0,1900.0,2394.0,1994.0,1,B1,0,2024-05-08
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,2927,125,B1,1477 CROTONA PLACE,10456,2.0,0.0,2.0,1900.0,2394.0,1994.0,1,B1,820000,2023-11-17
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3030,202,B3,4465 PARK AVENUE,10457,2.0,0.0,2.0,1569.0,1497.0,1899.0,1,B3,380000,2024-04-25
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3035,46,S2,1967 WASHINGTON AVENUE,10457,2.0,1.0,3.0,2728.0,2946.0,1899.0,1,S2,0,2024-01-11
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3050,64,B2,506 EAST 183,10458,2.0,0.0,2.0,1316.0,2112.0,1901.0,1,B2,494529,2024-03-28
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,15,B2,2305 BATHGATE,10458,2.0,0.0,2.0,2358.0,2652.0,1901.0,1,B2,0,2024-03-19
2,BATHGATE,02 TWO FAMILY DWELLINGS,1,3053,15,B2,2305 BATHGATE AVENUE,10458,2.0,0.0,2.0,2358.0,2652.0,1901.0,1,B2,470000,2024-03-14
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,2929,170,C0,1699 FULTON,10457,3.0,0.0,3.0,2360.0,3402.0,2003.0,1,C0,0,2024-07-31
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3035,53,C0,459 EAST 178TH STREET,10457,3.0,0.0,3.0,1799.0,3520.0,2007.0,1,C0,1175000,2024-09-12
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3035,54,C0,457 EAST 178TH STREET,10457,3.0,0.0,3.0,1800.0,3520.0,2007.0,1,C0,1175000,2024-09-12
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3041,6,C0,4686 PARK AVENUE,10458,3.0,0.0,3.0,1404.0,3900.0,2004.0,1,C0,0,2023-11-30
2,BATHGATE,03 THREE FAMILY DWELLINGS,1,3047,29,C0,2108 BATHGATE,10457,3.0,0.0,3.0,1650.0,3316.0,2005.0,1,C0,885000,2024-03-15
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3031,14,V0,2324 WEBSTER AVENUE,10458,0.0,0.0,0.0,7185.0,0.0,nan,1,V0,0,2024-02-29
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3044,49,V0,N/A BATHGATE AVENUE,10457,0.0,0.0,0.0,276.0,0.0,nan,1,V0,10000,2024-06-13
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3051,7,V0,2246 BATHGATE AVENUE,10457,0.0,0.0,0.0,2923.0,0.0,nan,1,V0,5000,2024-02-22
2,BATHGATE,05 TAX CLASS 1 VACANT LAND,1B,3051,7,V0,2246 BATHGATE AVENUE,10457,0.0,0.0,0.0,2923.0,0.0,nan,1,V0,530000,2024-06-18
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3030,141,C1,2248 WEBSTER AVENUE,10457,27.0,0.0,27.0,3690.0,16120.0,1913.0,2,C1,1950000,2024-07-30
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2A,3036,52,C3,2039 WASHINGTON AVENUE,10457,4.0,0.0,4.0,3625.0,7050.0,1931.0,2,C3,0,2024-10-30
2,BATHGATE,07 RENTALS - WALKUP APARTMENTS,2,3051,31,C7,548 EAST 183 STREET,10458,32.0,3.0,35.0,5452.0,24094.0,1912.0,2,C7,0,2024-05-24
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3035,48,D4,"463 EAST 178 STREET, 1D",10457,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1935.0,2,D4,98000,2023-11-20
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3044,40,D4,"495 EAST 178 STREET, 6H",10457,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1941.0,2,D4,72000,2024-07-19
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3044,40,D4,"495 EAST 178TH STREET, 1F",10457,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1941.0,2,D4,50516,2024-06-03
2,BATHGATE,10 COOPS - ELEVATOR APARTMENTS,2,3044,40,D4,"495 EAST 178TH STREET, 1G",10457,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1941.0,2,D4,62960,2024-06-03
2,BATHGATE,14 RENTALS - 4-10 UNIT,2A,2912,25,S4,3827 3RD AVE,10457,4.0,1.0,5.0,2000.0,5940.0,2011.0,2,S4,0,2024-05-04
2,BATHGATE,21 OFFICE BUILDINGS,4,2923,31,O7,4133 3 AVENUE,10457,0.0,1.0,1.0,8858.0,7592.0,1931.0,4,O7,7500000,2024-07-01
2,BATHGATE,22 STORE BUILDINGS,4,3030,152,K1,2268 WEBSTER AVENUE,10457,0.0,1.0,1.0,4260.0,3820.0,1931.0,4,K1,1300000,2024-08-08
2,BATHGATE,22 STORE BUILDINGS,4,3043,77,K4,521 EAST TREMONT AVENUE,10457,0.0,7.0,7.0,8560.0,13757.0,1931.0,4,K4,8225000,2024-04-16
2,BATHGATE,22 STORE BUILDINGS,4,3043,77,K4,521 EAST TREMONT AVENUE,10457,0.0,10.0,10.0,25713.0,19455.0,1931.0,4,K4,10,2024-07-03
2,BATHGATE,22 STORE BUILDINGS,4,3043,80,K1,513 EAST TREMONT AVENUE,10457,0.0,3.0,3.0,5698.0,5698.0,1988.0,4,K1,10,2024-07-03
2,BATHGATE,22 STORE BUILDINGS,4,3043,80,K1,513 EAST TREMONT AVENUE,10457,0.0,3.0,3.0,5698.0,5698.0,1988.0,4,K1,8225000,2024-04-16
2,BATHGATE,22 STORE BUILDINGS,4,3052,11,K1,4551 THIRD AVENUE,10458,0.0,3.0,3.0,5483.0,2680.0,1924.0,4,K1,2050000,2023-12-21
2,BATHGATE,22 STORE BUILDINGS,4,3053,81,K2,2350 WASHINGTON AVE,10458,1.0,1.0,2.0,1304.0,2500.0,1931.0,4,K2,850000,2024-10-07
2,BATHGATE,29 COMMERCIAL GARAGES,4,2923,35,G7,4121 3 AVENUE,10457,0.0,0.0,0.0,5182.0,0.0,nan,4,G7,7500000,2024-07-01
2,BATHGATE,29 COMMERCIAL GARAGES,4,3037,50,G7,4448 PARK AVE,10457,0.0,0.0,0.0,7050.0,0.0,nan,4,G7,3250000,2024-09-05
2,BATHGATE,29 COMMERCIAL GARAGES,4,3038,3,G2,4502 PARK AVENUE,10457,0.0,1.0,1.0,4475.0,4450.0,1910.0,4,G2,1500000,2024-07-23
2,BATHGATE,29 COMMERCIAL GARAGES,4,3043,46,G7,1904 BATHGATE AVENUE,10457,0.0,0.0,0.0,2115.0,0.0,nan,4,G7,10,2024-07-03
2,BATHGATE,29 COMMERCIAL GARAGES,4,3043,46,G7,1904 BATHGATE AVENUE,10457,0.0,0.0,0.0,2115.0,0.0,nan,4,G7,8225000,2024-04-16
2,BATHGATE,29 COMMERCIAL GARAGES,4,3043,67,G6,4231 3 AVENUE,10457,0.0,0.0,0.0,21434.0,0.0,nan,4,G6,10,2024-04-16
2,BATHGATE,29 COMMERCIAL GARAGES,4,3043,72,G6,4223 3 AVENUE,10457,0.0,0.0,0.0,8461.0,0.0,nan,4,G6,10,2024-07-03
2,BATHGATE,29 COMMERCIAL GARAGES,4,3043,72,G6,4223 3 AVENUE,10457,0.0,0.0,0.0,8461.0,0.0,nan,4,G6,2750000,2024-04-16
2,BATHGATE,29 COMMERCIAL GARAGES,4,3047,21,G4,495 EAST 180 STREET,10457,0.0,1.0,1.0,8349.0,1639.0,1931.0,4,G4,83351,2024-09-11
2,BATHGATE,30 WAREHOUSES,4,2897,62,E1,428 EAST 173 STREET,10457,0.0,2.0,2.0,24890.0,22745.0,1931.0,4,E1,0,2023-12-29
2,BATHGATE,30 WAREHOUSES,4,2897,140,E1,1624 WEBSTER AVENUE,10457,0.0,1.0,1.0,53060.0,30870.0,1950.0,4,E1,0,2023-12-29
2,BATHGATE,30 WAREHOUSES,4,2906,93,E9,463 EAST 173 STREET,10457,0.0,2.0,2.0,19114.0,54700.0,1945.0,4,E9,0,2023-12-29
2,BATHGATE,30 WAREHOUSES,4,3037,52,E9,4452 PARK AVE,10457,0.0,1.0,1.0,3525.0,3525.0,1931.0,4,E9,3250000,2024-09-05
2,BATHGATE,30 WAREHOUSES,4,3044,88,E1,4263 3 AVENUE,10457,0.0,1.0,1.0,10868.0,9800.0,1931.0,4,E1,7245900,2024-05-29
2,BATHGATE,31 COMMERCIAL VACANT LAND,4,2898,55,V1,415 EAST 173 STREET,10457,0.0,0.0,0.0,1487.0,0.0,nan,4,V1,0,2024-07-15
2,BATHGATE,31 COMMERCIAL VACANT LAND,4,2923,135,V1,N/A 3 AVENUE,10457,0.0,0.0,0.0,108.0,0.0,nan,4,V1,7500000,2024-07-01
2,BATHGATE,31 COMMERCIAL VACANT LAND,4,3044,82,V1,4277 THIRD AVE,10457,0.0,0.0,0.0,12480.0,0.0,nan,4,V1,0,2024-05-29
2,BATHGATE,41 TAX CLASS 4 - OTHER,4,2897,143,Z9,1628 EAST 173 STREET,10457,0.0,0.0,0.0,6685.0,0.0,nan,4,Z9,0,2024-04-15
2,BATHGATE,41 TAX CLASS 4 - OTHER,4,2897,182,Z9,N/A EAST 173 STREET,10457,0.0,0.0,0.0,3885.0,0.0,nan,4,Z9,0,2024-04-15
2,BATHGATE,41 TAX CLASS 4 - OTHER,4,3044,93,Z9,4261 3 AVENUE,10457,0.0,0.0,0.0,2503.0,0.0,nan,4,Z9,7245900,2024-05-29
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4706,32,A2,3540 LACONIA AVENUE,10469,1.0,0.0,1.0,2500.0,1052.0,1935.0,1,A2,555000,2024-05-06
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,32,A5,1123 EAST 212 STREET,10469,1.0,0.0,1.0,2786.0,1920.0,1945.0,1,A5,625000,2024-03-28
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4707,64,A5,1118 EAST 213TH ST,10469,1.0,0.0,1.0,2097.0,1512.0,1950.0,1,A5,0,2024-03-27
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4708,126,A5,1139 EAST 213 STREET,10469,1.0,0.0,1.0,2000.0,1140.0,1945.0,1,A5,440000,2024-08-02
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4709,51,A5,1150 EAST 215 STREET,10469,1.0,0.0,1.0,1710.0,1732.0,1945.0,1,A5,0,2024-01-09
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4711,48,A9,1323 NEEDHAM AVENUE,10469,1.0,0.0,1.0,1710.0,1690.0,1955.0,1,A9,566500,2024-03-07
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,9,A9,1466 STICKNEY PLACE,10469,1.0,0.0,1.0,1890.0,1690.0,1950.0,1,A9,610000,2024-03-22
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4715,80,A9,1449 STICKNEY PLACE,10469,1.0,0.0,1.0,1638.0,1690.0,1950.0,1,A9,500000,2024-05-15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4719,54,A9,1423 HICKS ST,10469,1.0,0.0,1.0,1758.0,1690.0,1960.0,1,A9,0,2024-02-26
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4722,65,A2,1478 HICKS STREET,10469,1.0,0.0,1.0,2375.0,2024.0,1910.0,1,A2,575000,2023-11-03
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4724,51,A9,3472 MICKLE AVENUE,10469,1.0,0.0,1.0,2724.0,1900.0,1950.0,1,A9,240000,2024-08-15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,10,A5,3349 BOUCK AVENUE,10469,1.0,0.0,1.0,1900.0,1254.0,1940.0,1,A5,590000,2024-06-20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4733,19,A5,3331 BOUCK AVENUE,10469,1.0,0.0,1.0,2450.0,1330.0,1940.0,1,A5,600000,2024-09-30
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,14,A5,3359 WILSON AVENUE,10469,1.0,0.0,1.0,1900.0,1738.0,1940.0,1,A5,510000,2024-08-23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4734,55,A5,3324 BOUCK,10469,1.0,0.0,1.0,1900.0,1681.0,1940.0,1,A5,0,2024-01-11
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4735,45,A5,3328 WILSON AVENUE,10469,1.0,0.0,1.0,1900.0,1254.0,1930.0,1,A5,525000,2023-11-09
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4736,162,A5,3352 FISH AVENUE,10469,1.0,0.0,1.0,1775.0,1585.0,1935.0,1,A5,577000,2024-02-09
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4738,52,A5,3338 FENTON AVENUE,10469,1.0,0.0,1.0,2250.0,1476.0,1940.0,1,A5,10,2024-08-03
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4739,16,A5,3229 FISH AVENUE,10469,1.0,0.0,1.0,2500.0,1742.0,1930.0,1,A5,475000,2024-10-21
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4740,47,A5,3236 FISH AVENUE,10469,1.0,0.0,1.0,2500.0,1736.0,1935.0,1,A5,600000,2023-12-22
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,3,A5,3261 CORSA AVENUE,10469,1.0,0.0,1.0,1800.0,1260.0,1950.0,1,A5,640000,2024-08-12
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,7,A5,3253 CORSA AVENUE,10469,1.0,0.0,1.0,1800.0,1404.0,1950.0,1,A5,0,2024-04-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,33,A5,3212 FENTON AVENUE,10469,1.0,0.0,1.0,2050.0,1280.0,1920.0,1,A5,375026,2023-12-15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,34,A5,3214 FENTON AVENUE,10469,1.0,0.0,1.0,2050.0,1280.0,1920.0,1,A5,0,2023-11-10
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4742,53,A5,3252 FENTON AVENUE,10469,1.0,0.0,1.0,2050.0,1280.0,1920.0,1,A5,710000,2024-02-01
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4744,26,A5,3313 MICKLE AVENUE,10469,1.0,0.0,1.0,2375.0,1260.0,1940.0,1,A5,675000,2024-06-04
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4745,46,A5,3322 MICKLE AVE,10469,1.0,0.0,1.0,1520.0,1432.0,1970.0,1,A5,560000,2024-08-23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4746,48,A5,3246 CORSA AVENUE,10469,1.0,0.0,1.0,1800.0,1260.0,1950.0,1,A5,535000,2024-05-02
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4749,9,A1,1664 TILLOTSON AVENUE,10469,1.0,0.0,1.0,4279.0,1444.0,1940.0,1,A1,0,2024-04-12
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,26,A5,3323 GUNTHER AVENUE,10469,1.0,0.0,1.0,1710.0,1539.0,1950.0,1,A5,360000,2023-11-02
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,26,A5,3323 GUNTHER AVENUE,10469,1.0,0.0,1.0,1710.0,1539.0,1950.0,1,A5,665000,2024-03-15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4750,28,A5,3319 GUNTHER AVE,10469,1.0,0.0,1.0,1710.0,1890.0,1950.0,1,A5,10,2024-01-24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4751,48,A5,3312 GUNTHER AVENUE,10469,1.0,0.0,1.0,1710.0,1188.0,1955.0,1,A5,550000,2024-04-23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4761,90,A5,1474 BURKE AVENUE,10469,1.0,0.0,1.0,1498.0,1627.0,1960.0,1,A5,0,2024-10-16
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4768,59,A2,3042 KINGSLAND AVENUE,10469,1.0,0.0,1.0,2375.0,1068.0,1901.0,1,A2,520000,2024-10-01
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4774,10,A1,3049 WICKHAM AVENUE,10469,1.0,0.0,1.0,3555.0,1643.0,1920.0,1,A1,640000,2023-11-21
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4775,5,A2,1810 HAMMERSLEY AVENUE,10469,1.0,0.0,1.0,3745.0,2313.0,1960.0,1,A2,775000,2024-09-06
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4775,35,A5,3004 WICKHAM AVENUE,10469,1.0,0.0,1.0,4200.0,1384.0,1955.0,1,A5,0,2024-01-06
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4778,38,A2,3116 GRACE AVENUE,10469,1.0,0.0,1.0,3650.0,1316.0,1950.0,1,A2,0,2024-02-20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,4,A5,3057 GRACE AVENUE,10469,1.0,0.0,1.0,2653.0,1368.0,1960.0,1,A5,0,2023-12-02
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,15,A5,3031 GRACE AVE,10469,1.0,0.0,1.0,2653.0,1368.0,1960.0,1,A5,0,2024-01-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,50,A5,3028 ELY AVENUE,10469,1.0,0.0,1.0,2651.0,1260.0,1960.0,1,A5,487600,2024-08-28
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4780,57,A5,3040 ELY AVENUE,10469,1.0,0.0,1.0,2651.0,1386.0,1960.0,1,A5,0,2024-07-25
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,70,A5,3050 GRACE AVENUE,10469,1.0,0.0,1.0,1737.0,1116.0,1955.0,1,A5,280000,2023-11-14
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4781,73,A5,3056 GRACE AVENUE,10469,1.0,0.0,1.0,1737.0,1674.0,1955.0,1,A5,450000,2024-07-01
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,8,A5,2947 KINGSLAND AVENUE,10469,1.0,0.0,1.0,1692.0,1534.0,1960.0,1,A5,550000,2024-01-10
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,23,A1,2927 KINGSLAND AVENUE,10469,1.0,0.0,1.0,3555.0,2008.0,1933.0,1,A1,660000,2024-05-20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4784,70,A5,1618 ADEE AVENUE,10469,1.0,0.0,1.0,1443.0,1534.0,1960.0,1,A5,560000,2024-03-21
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4787,26,A1,2811 TIEMANN AVENUE,10469,1.0,0.0,1.0,2000.0,1322.0,1925.0,1,A1,0,2024-01-04
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,28,A2,2913 GUNTHER AVENUE,10469,1.0,0.0,1.0,3132.0,665.0,1925.0,1,A2,0,2023-12-12
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,42,A2,2922 TIEMANN AVENUE,10469,1.0,0.0,1.0,2375.0,910.0,1930.0,1,A2,190000,2024-03-07
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4788,46,A1,2932 TIEMANN AVENUE,10469,1.0,0.0,1.0,2375.0,741.0,1930.0,1,A1,750000,2024-08-06
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4792,18,A9,2831 GUNTHER AVENUE,10469,1.0,0.0,1.0,2375.0,2034.0,1925.0,1,A9,563000,2024-03-29
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4792,19,A2,2829 GUNTHER AVENUE,10469,1.0,0.0,1.0,2375.0,1725.0,1925.0,1,A2,0,2024-04-24
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4793,23,A1,2813 WICKHAM AVENUE,10469,1.0,0.0,1.0,4750.0,1540.0,1925.0,1,A1,0,2024-07-01
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4794,46,A2,2834 WICKHAM AVENUE,10469,1.0,0.0,1.0,3800.0,1333.0,1930.0,1,A2,0,2024-08-22
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4795,36,A5,2814 BRUNER AVENUE,10469,1.0,0.0,1.0,1706.0,1732.0,1965.0,1,A5,350000,2024-01-23
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4803,44,A5,2724 GUNTHER AVENUE,10469,1.0,0.0,1.0,1520.0,1088.0,1955.0,1,A5,10,2024-07-26
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4803,49,A1,2738 GUNTHER AVENUE,10469,1.0,0.0,1.0,2375.0,1116.0,1925.0,1,A1,300000,2024-02-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4803,49,A1,2738 GUNTHER AVENUE,10469,1.0,0.0,1.0,2375.0,1116.0,1925.0,1,A1,450000,2024-03-18
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4804,49,A1,2738 WICKHAM AVENUE,10469,1.0,0.0,1.0,2375.0,1332.0,1925.0,1,A1,650000,2024-10-21
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4880,19,A1,3235 BAYCHESTER AVENUE,10469,1.0,0.0,1.0,2500.0,1526.0,1920.0,1,A1,639000,2023-11-28
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4882,1,A2,3378 ELY AVENUE,10469,1.0,0.0,1.0,6650.0,796.0,1901.0,1,A2,10,2023-11-28
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4882,1,A2,3378 ELY AVENUE,10469,1.0,0.0,1.0,6650.0,796.0,1901.0,1,A2,499995,2024-07-25
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4885,52,A2,3400 ELY AVENUE,10469,1.0,0.0,1.0,3563.0,1405.0,1920.0,1,A2,0,2024-05-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,29,A1,3425 EDSON AVENUE,10469,1.0,0.0,1.0,2375.0,1257.0,1925.0,1,A1,380000,2024-09-20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,47,A1,3418 GRACE AVENUE,10469,1.0,0.0,1.0,3555.0,1296.0,1925.0,1,A1,0,2024-01-10
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,47,A1,3418 GRACE AVENUE,10469,1.0,0.0,1.0,3555.0,1296.0,1925.0,1,A1,0,2024-03-20
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,47,A1,3418 GRACE AVENUE,10469,1.0,0.0,1.0,3555.0,1296.0,1925.0,1,A1,0,2024-06-26
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4886,70,A9,3409 EDSON AVENUE,10469,1.0,0.0,1.0,7125.0,500.0,1970.0,1,A9,286000,2024-04-01
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4887,45,A2,3444 EDSON AVENUE,10469,1.0,0.0,1.0,5000.0,1440.0,1950.0,1,A2,0,2024-05-02
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4898,8,A5,1275 EAST 223RD STREET,10466,1.0,0.0,1.0,1600.0,960.0,1955.0,1,A5,500000,2024-07-08
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4898,11,A5,1269 EAST 223RD STREET,10466,1.0,0.0,1.0,1600.0,960.0,1955.0,1,A5,510000,2024-08-15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4901,40,A5,1174 EAST 223 STREET,10466,1.0,0.0,1.0,2025.0,1280.0,1950.0,1,A5,0,2023-11-27
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4905,31,A1,1286 EAST 229TH STREET,10466,1.0,0.0,1.0,3150.0,1856.0,1965.0,1,A1,620099,2024-07-03
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4934,32,A5,3920 ELY AVENUE,10466,1.0,0.0,1.0,2050.0,1204.0,1955.0,1,A5,0,2024-05-28
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4934,57,A5,1181 GRENADA PL,10466,1.0,0.0,1.0,1658.0,1188.0,1941.0,1,A5,0,2023-12-26
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4939,116,A5,3873 AMUNDSON AVENUE,10466,1.0,0.0,1.0,1800.0,1872.0,1957.0,1,A5,0,2023-12-28
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4944,51,A1,3710 SECOR AVENUE,10466,1.0,0.0,1.0,5753.0,1248.0,1925.0,1,A1,999999,2024-04-17
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4945,51,A2,2115 LIGHT STREET,10466,1.0,0.0,1.0,4890.0,1575.0,1930.0,1,A2,0,2024-03-15
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4945,95,A1,2121 GARRETT PLACE,10466,1.0,0.0,1.0,2658.0,1130.0,1930.0,1,A1,300000,2023-12-26
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4946,14,A1,2174 LIGHT STREET,10466,1.0,0.0,1.0,3500.0,1456.0,1930.0,1,A1,0,2023-12-12
2,BAYCHESTER,01 ONE FAMILY DWELLINGS,1,4947,15,A1,3816 SECOR AVENUE,10466,1.0,0.0,1.0,2400.0,1108.0,1925.0,1,A1,0,2024-08-03
