Borough,Neighborhood,Building_Class_Category,Tax_Class_At_Present,Block,Lot,Building_Class_At_Present,Address,Zip_Code,Residential_Units,Commercial_Units,Total_Units,Land_Square_Feet,Gross_Square_Feet,Year_Built,Tax_Class_At_Time_Of_Sale,Building_Class_At_Time_Of_Sale,Sale_Price,Sale_Date
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,3260,5,D4,"2860 BAILEY AVENUE, 6B",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1955.0,2,D4,0,2024-06-13
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,3263,225,D4,"75 WEST 238 STREET, 5F",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1960.0,2,D4,295000,2024-03-05
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,3263,225,D4,"75 WEST 238 STREET, 6D",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1960.0,2,D4,220000,2024-09-24
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,3271,210,D4,"180 VAN CORTLANDT PARK SOUTH, 1C",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1956.0,2,D4,350000,2024-05-23
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,3271,210,D4,"180 VAN CORTLANDT PARK SOUTH, 2F",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1956.0,2,D4,0,2024-06-26
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,3271,210,D4,"180 VAN CORTLANDT PARK SOUTH, 6B",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1956.0,2,D4,285500,2024-09-19
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,3271,210,D4,"180 VAN CORTLANDT PARK SOUTH, 6E",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1956.0,2,D4,369000,2024-07-11
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5713,107,D4,"290 WEST 232 STREET, 11C",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1966.0,2,D4,338000,2024-02-01
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5713,107,D4,"290 WEST 232ND STREET, 15C",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1966.0,2,D4,0,2024-04-02
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5713,107,D4,"290 WEST 232ND STREET, 16A",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1966.0,2,D4,320000,2023-11-20
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5713,107,D4,"290 WEST 232ND STREET, 16D",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1966.0,2,D4,305000,2024-01-11
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5714,164,D4,"31-25 TIBBETT AVENUE, 8H",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1961.0,2,D4,0,2024-07-11
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5714,164,D4,"3125 TIBBETT AVE, 6D",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1961.0,2,D4,425000,2024-10-23
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5714,164,D4,"3125 TIBBETT AVE, 9D",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1961.0,2,D4,0,2024-01-08
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5714,164,D4,"3125 TIBBETT AVENUE, 4D",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1961.0,2,D4,410000,2024-06-24
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5714,164,D4,"3130 IRWIN AVE, 2G",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1961.0,2,D4,219000,2024-01-15
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5714,164,D4,"3130 IRWIN AVE, 9C",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1961.0,2,D4,400000,2024-06-20
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5714,164,D4,"3130 IRWIN AVENUE, 12A",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1961.0,2,D4,0,2023-12-05
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5714,164,D4,"3130 IRWIN AVENUE, 4B",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1961.0,2,D4,0,2024-02-22
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5714,164,D4,"3130 IRWIN AVENUE, 6G",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1961.0,2,D4,225000,2023-11-02
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5758,442,D4,"315 WEST 232ND STREET, 1D",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1974.0,2,D4,169000,2023-11-30
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5758,442,D4,"315 WEST 232ND STREET, 1E",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1974.0,2,D4,160000,2023-12-18
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5759,364,D4,"3240 RIVERDALE AVENUE, 2L",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1970.0,2,D4,1000,2024-02-22
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5759,364,D4,"3240 RIVERDALE AVENUE, 4B",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1970.0,2,D4,210000,2024-05-15
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5764,642,D4,"3475 GREYSTONE AVENUE, 4C",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1957.0,2,D4,190000,2024-04-24
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5764,642,D4,"3475 GREYSTONE AVENUE, 6H",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1957.0,2,D4,205000,2024-01-25
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5770,69,D4,"3636 GREYSTONE, 5D",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1940.0,2,D4,228000,2024-04-02
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5778,879,D4,"3875 WALDO AVENUE, 10M",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1931.0,2,D4,210000,2024-08-05
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5778,879,D4,"3875 WALDO AVENUE, 5E",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1931.0,2,D4,339000,2024-10-29
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5778,879,D4,"3875 WALDO AVENUE, 8N",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1931.0,2,D4,195000,2024-01-19
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5778,879,D4,"3875 WALDO AVENUE, 8T",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1931.0,2,D4,590000,2024-10-29
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5783,300,D4,"511 W 232 ST, W25",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1937.0,2,D4,311500,2023-12-28
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS,2,5783,300,D4,"511 WEST 232ND STREET, E-55",10463,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,3.140050697084918,1937.0,2,D4,292500,2024-07-31
2,KINGSBRIDGE/JEROME PARK,12 CONDOS - WALKUP APARTMENTS,2,3249,1012,R2,"2792 SEDGWICK AVENUE, 1A",10468,1.0,3.140050697084918,1.0,3.140050697084918,3.140050697084918,2006.0,2,R2,290000,2024-01-05
2,KINGSBRIDGE/JEROME PARK,12 CONDOS - WALKUP APARTMENTS,2,3261,1016,R2,"3103 HEATH AVENUE, 4D",10463,1.0,3.140050697084918,1.0,3.140050697084918,3.140050697084918,2005.0,2,R2,0,2023-12-04
2,KINGSBRIDGE/JEROME PARK,13 CONDOS - ELEVATOR APARTMENTS,2,5764,1009,R4,"460 WEST 236 STREET, 3B",10463,1.0,3.140050697084918,1.0,3.140050697084918,3.140050697084918,2005.0,2,R4,638000,2023-11-22
2,KINGSBRIDGE/JEROME PARK,13 CONDOS - ELEVATOR APARTMENTS,2,5764,1017,R4,"460 WEST 236 STREET, 5B",10463,1.0,3.140050697084918,1.0,3.140050697084918,3.140050697084918,2005.0,2,R4,0,2024-05-19
2,KINGSBRIDGE/JEROME PARK,13 CONDOS - ELEVATOR APARTMENTS,2,5764,1025,R4,"460 WEST 236 STREET, 7B",10463,1.0,3.140050697084918,1.0,3.140050697084918,3.140050697084918,2005.0,2,R4,770000,2024-09-06
2,KINGSBRIDGE/JEROME PARK,13 CONDOS - ELEVATOR APARTMENTS,2,5764,1053,R4,"3585 GREYSTONE AVENUE, 5B",10463,1.0,3.140050697084918,1.0,3.140050697084918,3.140050697084918,2005.0,2,R4,449000,2024-07-16
2,KINGSBRIDGE/JEROME PARK,13 CONDOS - ELEVATOR APARTMENTS,2,5777,1007,R4,"3816 WALDO AVENUE, 3B",10463,1.0,3.140050697084918,1.0,3.140050697084918,3.140050697084918,2004.0,2,R4,633000,2024-05-31
2,KINGSBRIDGE/JEROME PARK,22 STORE BUILDINGS,4,3266,112,K1,152 WEST 231 STREET,10463,0.0,2.0,2.0,4025.0,2699.0,1931.0,4,K1,4700000,2024-10-02
2,KINGSBRIDGE/JEROME PARK,22 STORE BUILDINGS,4,3266,124,K1,3071 BAILEY AVENUE,10463,0.0,6.0,6.0,6750.0,6720.0,1920.0,4,K1,4700000,2024-10-02
2,KINGSBRIDGE/JEROME PARK,22 STORE BUILDINGS,4,5701,120,K1,212 WEST 231 STREET,10463,0.0,7.0,7.0,8000.0,8000.0,1934.0,4,K1,2950000,2024-08-29
2,KINGSBRIDGE/JEROME PARK,22 STORE BUILDINGS,4,5701,135,K2,5537-5545 BROADWAY,10463,0.0,4.0,4.0,17500.0,21290.0,1953.0,4,K2,0,2024-01-17
2,KINGSBRIDGE/JEROME PARK,22 STORE BUILDINGS,4,5766,757,K5,3657 KINGSBRIDGE AVENUE,10463,0.0,1.0,1.0,20000.0,4800.0,1985.0,4,K5,7100000,2023-12-20
2,KINGSBRIDGE/JEROME PARK,29 COMMERCIAL GARAGES,4,3266,85,G4,3031 BAILEY AVENUE,10463,0.0,1.0,1.0,4756.0,1233.0,1962.0,4,G4,291306,2024-09-11
2,KINGSBRIDGE/JEROME PARK,29 COMMERCIAL GARAGES,4,5766,761,G7,3630 KINGSBRIDGE AVENUE,10463,0.0,0.0,0.0,5000.0,0.0,nan,4,G7,7100000,2023-12-20
2,KINGSBRIDGE/JEROME PARK,29 COMMERCIAL GARAGES,4,5766,763,G7,3627 KINGSBRIDGE AVENUE,10463,0.0,0.0,0.0,5000.0,0.0,nan,4,G7,7100000,2023-12-20
2,KINGSBRIDGE/JEROME PARK,30 WAREHOUSES,4,3262,39,E1,3474 BAILEY AVENUE,10463,0.0,1.0,1.0,2317.0,4574.0,1980.0,4,E1,1150000,2024-06-21
2,KINGSBRIDGE/JEROME PARK,35 INDOOR PUBLIC AND CULTURAL FACILITIES,4,3246,74,P8,3874 SEDGWICK AVENUE,10463,0.0,1.0,1.0,6487.0,3000.0,1969.0,4,P8,0,2024-06-03
2,KINGSBRIDGE/JEROME PARK,35 INDOOR PUBLIC AND CULTURAL FACILITIES,4,3246,74,P8,3874 SEDGWICK AVENUE,10463,0.0,1.0,1.0,6487.0,3000.0,1969.0,4,P8,0,2024-09-03
2,KINGSBRIDGE/JEROME PARK,35 INDOOR PUBLIC AND CULTURAL FACILITIES,4,3246,74,P8,3874 SEDGWICK AVENUE,10463,0.0,1.0,1.0,6487.0,3000.0,1969.0,4,P8,1900000,2024-01-24
2,KINGSBRIDGE/JEROME PARK,37 RELIGIOUS FACILITIES,4,3261,110,M1,3404 BAILEY AVENUE,10463,0.0,1.0,1.0,16500.0,11800.0,1937.0,4,M1,1,2023-12-22
2,KINGSBRIDGE/JEROME PARK,44 CONDO PARKING,4,3249,1063,RP,"2792 SEDGWICK AVENUE, PK-20",10468,3.140050697084918,1.0,1.0,3.140050697084918,3.140050697084918,2006.0,4,RP,290000,2024-01-05
2,KINGSBRIDGE/JEROME PARK,44 CONDO PARKING,4,5764,1073,RP,"460 WEST 236 STREET, PU7",10463,3.140050697084918,1.0,1.0,3.140050697084918,3.140050697084918,2005.0,4,RP,30000,2024-02-01
2,KINGSBRIDGE/JEROME PARK,44 CONDO PARKING,4,5764,1082,RG,"460 WEST 236 STREET, PU16",10463,3.140050697084918,1.0,1.0,3.140050697084918,3.140050697084918,2005.0,4,RG,770000,2024-09-06
2,KINGSBRIDGE/JEROME PARK,47 CONDO NON-BUSINESS STORAGE,4,5764,1029,RS,"460 WEST 236 STREET, SR3",10463,3.140050697084918,1.0,1.0,3.140050697084918,3.140050697084918,2005.0,4,RS,770000,2024-09-06
2,KINGSBRIDGE/JEROME PARK,47 CONDO NON-BUSINESS STORAGE,4,5764,1032,RS,"460 WEST 236 STREET, SR6",10463,3.140050697084918,1.0,1.0,3.140050697084918,3.140050697084918,2005.0,4,RS,0,2024-05-19
2,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS,1,2353,46,A5,605 WALTON AVENUE,10451,1.0,0.0,1.0,1650.0,1920.0,1901.0,1,A5,0,2023-11-06
2,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS,1,2422,18,A9,294 EAST 163 STREET,10451,1.0,0.0,1.0,4025.0,2016.0,1901.0,1,A9,900000,2024-03-27
2,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS,1,2436,68,A5,1276 FINDLAY AVENUE,10456,1.0,0.0,1.0,1650.0,1424.0,1899.0,1,A5,605000,2024-01-11
2,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS,1,2476,102,A5,944 GERARD AVENUE,10452,1.0,0.0,1.0,825.0,960.0,1945.0,1,A5,535500,2023-12-14
2,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS,1,2783,87,A5,307 EAST 169 STREET,10456,1.0,0.0,1.0,1320.0,1408.0,1899.0,1,A5,650000,2024-04-30
2,MELROSE/CONCOURSE,01 ONE FAMILY DWELLINGS,1,2839,32,A1,35 EAST 169 STREET,10452,1.0,0.0,1.0,2125.0,1560.0,1920.0,1,A1,0,2024-07-02
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2347,12,B3,140 EAST 150TH STREET,10451,2.0,0.0,2.0,1817.0,2968.0,1901.0,1,B3,645000,2024-05-23
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2400,30,B9,383 EAST 153RD STREET,10455,2.0,0.0,2.0,2500.0,1680.0,1899.0,1,B9,0,2024-06-18
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2404,33,B2,373 EAST 157 STREET,10451,2.0,0.0,2.0,2493.0,1964.0,1899.0,1,B2,730000,2024-08-01
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2422,20,B9,298 EAST 163 STREET,10451,2.0,0.0,2.0,2875.0,2472.0,1901.0,1,B9,900000,2024-06-06
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2425,12,B9,1060 CLAY AVENUE,10456,2.0,0.0,2.0,2160.0,3760.0,1899.0,1,B9,725000,2024-08-14
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2431,12,B1,1256 TELLER AVE,10456,2.0,0.0,2.0,2500.0,2730.0,1930.0,1,B1,0,2024-05-05
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2436,28,B1,1269 FINDLAY AVENUE,10456,2.0,0.0,2.0,2642.0,2646.0,1930.0,1,B1,875000,2024-07-17
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2436,31,B1,1261 FINDLAY AVENUE,10456,2.0,0.0,2.0,2542.0,2576.0,1930.0,1,B1,1180000,2024-05-23
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2782,19,B1,1330 FINDLAY AVENUE,10456,2.0,0.0,2.0,2500.0,2320.0,1910.0,1,B1,1100000,2023-12-12
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2782,23,B1,1338 FINDLAY AVENUE,10456,2.0,0.0,2.0,2442.0,2328.0,1910.0,1,B1,937500,2024-03-28
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2782,26,B1,1344 FINDLAY AVENUE,10456,2.0,0.0,2.0,2527.0,2930.0,1910.0,1,B1,1100000,2023-12-14
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2782,40,B1,1375 TELLER AVE,10456,2.0,0.0,2.0,1908.0,2200.0,2001.0,1,B1,700000,2024-07-26
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2782,78,B3,1328 TELLER AVENUE,10456,2.0,0.0,2.0,1361.0,1312.0,1901.0,1,B3,339180,2024-10-11
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2782,91,B2,1364 TELLER AVE,10456,2.0,0.0,2.0,2004.0,3168.0,1899.0,1,B2,747400,2024-02-07
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2782,128,B2,1337 CLAY AVENUE,10456,2.0,0.0,2.0,2015.0,2114.0,1901.0,1,B2,852500,2024-01-29
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2783,100,B2,1352 COLLEGE AVENUE,10456,2.0,0.0,2.0,1650.0,2688.0,1899.0,1,B2,550000,2023-11-03
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2785,44,B1,1375 COLLEGE AVENUE,10456,2.0,0.0,2.0,2803.0,2974.0,1910.0,1,B1,1200000,2023-11-29
2,MELROSE/CONCOURSE,02 TWO FAMILY DWELLINGS,1,2887,1,B3,1300 CLAY AVENUE,10456,2.0,0.0,2.0,1500.0,2394.0,1901.0,1,B3,725000,2023-11-20
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2347,16,C0,148 EAST 150 STREET,10451,3.0,0.0,3.0,3770.0,2980.0,1901.0,1,C0,0,2024-02-01
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2352,51,C0,557 WALTON AVENUE,10451,3.0,0.0,3.0,1810.0,3480.0,1901.0,1,C0,850000,2024-07-03
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2400,1,C0,357 EAST 153RD STREET,10455,3.0,0.0,3.0,1408.0,3425.0,2005.0,1,C0,0,2024-04-22
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2401,17,C0,386 EAST 155 STREET,10455,3.0,0.0,3.0,2500.0,2016.0,1899.0,1,C0,670000,2023-12-05
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2405,12,C0,368 EAST 159TH STREET,10451,3.0,0.0,3.0,2500.0,2970.0,1899.0,1,C0,0,2024-01-31
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2405,19,C0,386 EAST 159 STREET,10451,3.0,0.0,3.0,4915.0,3024.0,1920.0,1,C0,1200000,2024-02-12
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2406,10,C0,366 EAST 160 STREET,10451,3.0,0.0,3.0,2464.0,4539.0,1899.0,1,C0,1438000,2023-11-27
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2406,10,C0,366 EAST 160TH STREET,10451,3.0,0.0,3.0,2464.0,4539.0,1899.0,1,C0,0,2024-04-26
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2410,23,C0,298 EAST 151 STREET,10451,3.0,0.0,3.0,3019.0,3348.0,1899.0,1,C0,1300000,2023-12-28
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2418,24,C0,323 EAST 158TH STREET,10451,3.0,0.0,3.0,2525.0,1951.0,1899.0,1,C0,925000,2024-08-21
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2422,19,C0,296 EAST 163 STREET,10451,3.0,0.0,3.0,2875.0,2472.0,1901.0,1,C0,900000,2024-03-27
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2422,45,C0,307 EAST 162 STREET,10451,3.0,0.0,3.0,2300.0,3318.0,1901.0,1,C0,1259000,2024-04-17
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2423,55,C0,317 EAST 163 STREET,10451,3.0,0.0,3.0,1615.0,3030.0,2006.0,1,C0,68379,2023-12-21
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2425,7,C0,1050 CLAY AVENUE,10456,3.0,0.0,3.0,2160.0,3733.0,1899.0,1,C0,990000,2024-02-08
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2432,30,C0,992 COLLEGE AVENUE,10456,3.0,0.0,3.0,1778.0,3402.0,1930.0,1,C0,975000,2024-01-29
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2432,94,C0,998 FINDLAY AVENUE,10456,3.0,0.0,3.0,1962.0,3382.0,1920.0,1,C0,1020000,2023-12-11
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2433,11,C0,1042 COLLEGE AVENUE,10456,3.0,0.0,3.0,1968.0,2790.0,1910.0,1,C0,950000,2024-02-28
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2433,69,C0,1063 TELLER AVENUE,10456,3.0,0.0,3.0,2000.0,3261.0,1910.0,1,C0,910000,2024-02-13
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2436,36,C0,1241 FINDLAY AVENUE,10456,3.0,0.0,3.0,2000.0,2985.0,1930.0,1,C0,0,2024-08-22
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2436,72,C0,354 EAST 169TH STREET,10456,3.0,0.0,3.0,1800.0,2840.0,1899.0,1,C0,650000,2023-11-21
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2437,34,C0,1029 COLLEGE AVENUE,10456,3.0,0.0,3.0,2031.0,3708.0,1920.0,1,C0,0,2024-02-07
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2447,30,C0,989 GRANT AVENUE,10456,3.0,0.0,3.0,2100.0,1424.0,1899.0,1,C0,420428,2023-11-20
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,2B,2448,7,C1,1054 GRANT AVENUE,10456,10.0,0.0,10.0,2549.0,3986.0,1899.0,1,C0,0,2024-06-18
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,2B,2448,8,C1,1056 GRANT AVENUE,10456,10.0,0.0,10.0,2544.0,3992.0,1905.0,1,C0,0,2024-06-18
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2449,36,C0,1152 GRANT AVENUE,10456,3.0,0.0,3.0,2700.0,4617.0,1935.0,1,C0,1250000,2024-08-22
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2452,22,C0,1131 GRANT AVENUE,10456,3.0,0.0,3.0,2600.0,3795.0,1924.0,1,C0,1175000,2024-10-28
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2472,2,C0,1054 WALTON AVENUE,10452,3.0,0.0,3.0,2000.0,3150.0,1899.0,1,C0,1100000,2024-09-19
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2782,86,C0,1350 TELLER AVENUE,10456,3.0,0.0,3.0,1704.0,3360.0,2007.0,1,C0,900000,2023-11-29
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2782,141,C0,1307 CLAY AVENUE,10456,3.0,0.0,3.0,1618.0,2340.0,1901.0,1,C0,750000,2023-11-06
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2782,198,C0,1327 CLAY AVENUE,10456,3.0,0.0,3.0,1346.0,1611.0,1901.0,1,C0,556800,2024-07-10
2,MELROSE/CONCOURSE,03 THREE FAMILY DWELLINGS,1,2887,3,C0,1304 CLAY,10456,3.0,0.0,3.0,1527.0,2394.0,1901.0,1,C0,300000,2024-01-26
2,MELROSE/CONCOURSE,05 TAX CLASS 1 VACANT LAND,1B,2423,18,V0,285 BONNER PLACE,10456,0.0,0.0,0.0,2501.0,0.0,nan,1,V0,1200000,2024-05-30
2,MELROSE/CONCOURSE,05 TAX CLASS 1 VACANT LAND,1B,2423,19,V0,281 BONNER PLACE,10456,0.0,0.0,0.0,2500.0,0.0,nan,1,V0,1200000,2024-05-30
2,MELROSE/CONCOURSE,05 TAX CLASS 1 VACANT LAND,1B,2423,29,V0,284 EAST 164 STREET,10456,0.0,0.0,0.0,1654.0,0.0,nan,1,V0,600000,2024-05-30
2,MELROSE/CONCOURSE,05 TAX CLASS 1 VACANT LAND,1B,2429,26,V0,1133 CLAY AVENUE,10456,0.0,0.0,0.0,4876.0,0.0,nan,1,V0,10,2024-07-24
2,MELROSE/CONCOURSE,05 TAX CLASS 1 VACANT LAND,1B,2473,8,V0,700 GERARD AVENUE,10451,0.0,0.0,0.0,8448.0,0.0,nan,1,V0,2170000,2024-06-10
2,MELROSE/CONCOURSE,06 TAX CLASS 1 - OTHER,1,2423,57,G0,936 COLLEGE AVENUE,10456,1.0,0.0,1.0,3199.0,0.0,1950.0,1,G0,900000,2024-10-08
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2,2410,54,C1,333 EAST 150 STREET,10451,35.0,0.0,35.0,5920.0,20570.0,1909.0,2,C1,5015805,2024-07-03
2,MELROSE/CONCOURSE,07 RENTALS - WALKUP APARTMENTS,2A,2422,46,C3,305 EAST 162 STREET,10451,4.0,0.0,4.0,2300.0,3355.0,1929.0,2,C3,1100000,2024-05-09
